"date","temperature","humidity","windspeed","wind_direction","visibility","precipitation","sun","windspeed_max","precip_indic","precip_type"
2022-10-20,13.2444444444444,91,1.21666666666667,208.888888888889,15862.7777777778,7.1,58,4.6,0,0
2022-10-21,15.4333333333333,90.7777777777778,2.76666666666667,197.777777777778,34811.1111111111,14,0,8.9,0,0
2022-10-22,15.8722222222222,81.8333333333333,2.95,203.333333333333,59325,0.3,463,9.8,0,0
2022-10-23,14.9,84.0555555555556,1.09444444444444,216.111111111111,40372.7777777778,2,243,8.7,0,0
2022-10-24,16.4444444444444,80.9444444444444,3.58888888888889,197.777777777778,47008.8888888889,0.7,190,11.9,0,0
2022-10-25,14.9666666666667,80.1666666666667,2.33888888888889,196.111111111111,54372.7777777778,0,449,7.6,0,0
2022-10-26,15.9277777777778,83.5,2.48888888888889,208.333333333333,38895,0,303,8.9,0,0
2022-10-27,13.5,88.5,1.06666666666667,218.333333333333,20644.4444444444,0,286,2.9,0,0
2022-10-28,15.9722222222222,86.1666666666667,0.988888888888889,152.222222222222,31134.4444444444,0,215,2.9,0,0
2022-10-29,15.5555555555556,83.6111111111111,0.788888888888889,191.666666666667,29312.2222222222,0,353,2.1,0,0
2022-10-30,15.2166666666667,83.0555555555556,1.01666666666667,176.666666666667,27205.5555555556,0,445,4.1,0,0
2022-10-31,12.6833333333333,85.9444444444444,1.05555555555556,148.888888888889,33732.2222222222,0,222,4.3,0,0
2022-11-01,14.2055555555556,81.5555555555556,3.6,223.333333333333,47088.8888888889,1.5,238,11.5,0,0
2022-11-02,12.1222222222222,78.3333333333333,3.36666666666667,212.222222222222,41326.6666666667,0,286,10.5,0,0
2022-11-03,8.73888888888889,89.5555555555556,1.03888888888889,153.888888888889,31300.5555555556,2.5,19,4.7,0,0
2022-11-04,10.7166666666667,81.5,2.23333333333333,223.333333333333,57337.2222222222,0.4,127,8.1,0,0
2022-11-05,9.2,84.1666666666667,2.5,239.444444444444,37262.2222222222,0.5,88,7.9,0,0
2022-11-06,6.02222222222222,87.1666666666667,1.60555555555556,178.333333333333,30743.8888888889,0,193,6.7,0,0
2022-11-07,12.9666666666667,76.0555555555556,3.94444444444444,221.666666666667,61713.8888888889,0,84,11.7,0,0
2022-11-08,9.98333333333333,83.2222222222222,1.16111111111111,149.444444444444,49572.2222222222,0,176,6.5,0,0
