"date","bike_count","weekday","is_weekend","is_holiday","FX.Windspitze","FM.Windgeschwindigkeit","RSK.Niederschlagshoehe","RSKF.Niederschlagsform","SDK.Sonnenscheindauer","SHK_TAG.Schneehoehe","NM.Bedeckungsgrad","TMK.Lufttemperatur","UPM.Relative_Feuchte","TXK.Lufttemperatur_Max","TNK.Lufttemperatur_Min","TGK.Lufttemperatur_5cm_min"
2015-05-31,2590,7,1,0,9.4,2.7,0.7,6,9.4,0,7.1,15.8,69,23.3,5.5,3.9
2015-06-01,5382,1,0,0,7.2,2.5,4.5,6,0.7,0,6.7,14.6,90,17.8,9,6.8
2015-06-02,8117,2,0,0,13.4,3.7,0,0,9.1,0,5,18.3,68,27,8.6,6.8
2015-06-03,8101,3,0,0,11,3.4,0,0,13.5,0,2.3,20,65,26.1,12.4,9.5
2015-06-04,3166,4,0,1,6.8,2.7,0,0,14.8,0,0.5,20.3,62,28.9,10,7.9
2015-06-05,6623,5,0,0,4.6,1.7,0,6,14.8,0,1.4,24.5,59,34.1,12.8,11.2
2015-06-06,4915,6,1,0,10.6,3.3,0,0,11,0,4.8,25.4,62,31.7,17.9,16.2
2015-06-07,2733,7,1,0,10.2,4.1,4.9,6,12.1,0,5.5,22.3,50,27.4,16.4,14.2
2015-06-08,5773,1,0,0,7.7,3.3,0,6,0.5,0,7.7,15.9,74,19.7,12.6,10.6
2015-06-09,7009,2,0,0,10.7,4.2,0,0,0,0,7.5,15,66,17.8,11.8,9.8
2015-06-10,7508,3,0,0,8.8,3.5,0,0,0,0,7.9,16,73,19.6,12.6,11.2
2015-06-11,8118,4,0,0,9.5,3.8,0,0,11.5,0,3.8,20.8,68,26.9,12.5,11.1
2015-06-12,7315,5,0,0,12.5,2.8,8.7,6,9.4,0,4.2,20.9,77,30.1,15.3,14.2
2015-06-13,5872,6,1,0,9.6,3.2,0,6,5.5,0,6.8,19.2,82,23.7,13.2,11.4
2015-06-14,3211,7,1,0,8,2.5,0,0,12.1,0,6.8,21,60,28.1,12.5,10.9
2015-06-15,7289,1,0,0,9,2.8,0,0,2.1,0,7.4,20.4,60,23.9,15.5,14.1
2015-06-16,8166,2,0,0,10.3,4.4,0,0,1.8,0,7.2,18.8,54,22.9,14.3,12.6
2015-06-17,7896,3,0,0,8,2.8,0,6,12,0,4.7,16.5,56,22.7,9.3,7.3
2015-06-18,4560,4,0,0,9.3,4,12.4,6,0,0,7.6,15.3,87,17.4,12.6,10.6
2015-06-19,6280,5,0,0,7.2,2,0.1,6,1.2,0,7.3,13.7,77,17.2,8.2,6.5
2015-06-20,4162,6,1,0,6.6,2,1.5,6,0.5,0,7.5,13.2,83,16.5,11,9.6
2015-06-21,2354,7,1,0,13,3.3,10.3,6,1.7,0,7.5,15.4,83,22.8,11,10.5
2015-06-22,5307,1,0,0,12,3.1,11.1,6,0,0,7.5,15,87,18.5,12.5,11.8
2015-06-23,6401,2,0,0,12.9,4.5,0.6,6,5.2,0,5.6,13.6,81,19.2,8.9,7.8
2015-06-24,7546,3,0,0,5.9,1.8,0,0,11.5,0,3.9,16.1,73,22.9,8.9,6.8
2015-06-25,8073,4,0,0,7.8,1.4,0,0,12.6,0,7.3,17.6,70,25.2,9.6,8.3
2015-06-26,7865,5,0,0,6.6,2.1,0.6,6,10.8,0,6.8,19.9,67,27.8,10.4,9.2
2015-06-27,4840,6,1,0,10.9,2.9,2,6,7.5,0,6.3,19.7,76,25.8,15.6,14.3
2015-06-28,3162,7,1,0,6.5,1.9,0,0,12.8,0,4.7,19.9,61,25.8,11.8,10.4
2015-06-29,7729,1,0,0,6.6,2.2,0,0,7,0,7,21.7,66,29.9,13.8,12.7
2015-06-30,8733,2,0,0,7.6,2.6,0,0,14.1,0,1.7,23.1,59,31.5,13.4,12
2015-07-01,8084,3,0,0,8.6,3.1,0,0,14.9,0,0.3,27.1,45,35.2,17.7,15.8
2015-07-02,8094,4,0,0,6.8,2,0,0,14.1,0,0.8,28,56,36.7,17.5,15.9
2015-07-03,7417,5,0,0,10.5,2.1,0,0,12.4,0,2.5,29,58,36.8,21,19
2015-07-04,5002,6,1,0,7.9,2.3,0,6,13.6,0,2.5,28.6,59,38,18.5,17.1
2015-07-05,2395,7,1,0,7.7,2.6,0,6,13.4,0,3.4,30.1,54,38.4,20.1,19.6
2015-07-06,7733,1,0,0,7.3,2.3,0,0,12.9,0,2.8,24.5,50,30.6,15.8,14.5
2015-07-07,7789,2,0,0,11.6,2.7,2.7,8,12.4,0,4.3,25.3,61,36.9,14.9,14
2015-07-08,8043,3,0,0,15.5,5.9,0.2,6,4.5,0,7,20.9,51,24.8,18.4,18
2015-07-09,7855,4,0,0,12.3,4.1,0,0,2.6,0,5.9,18,58,22.2,10.4,8.8
2015-07-10,8005,5,0,0,8.2,2.9,0,0,14.8,0,0.7,18.2,52,26.4,8.1,6.7
2015-07-11,5788,6,1,0,11.8,3.2,0,0,14.2,0,2.6,22.5,47,33.1,10.2,8.7
2015-07-12,2914,7,1,0,11.7,3.7,0.1,6,8.3,0,5.4,21.6,55,27.3,14.6,12.2
2015-07-13,7687,1,0,0,9.2,3,0,6,0.3,0,7.5,20.8,63,24.7,17.8,17.5
2015-07-14,8697,2,0,0,11.4,4,0,0,6.1,0,6.5,23.7,58,29,18.2,16
2015-07-15,8423,3,0,0,6.7,1.7,0,0,13.4,0,2.1,23.7,60,31,16.8,15.7
2015-07-16,8066,4,0,0,8.3,2,0,0,14.5,0,1,25.4,55,34.8,15.6,14.3
2015-07-17,7697,5,0,0,10.6,2.4,2.6,8,10.2,0,4.8,27.5,49,35,18.6,17.2
2015-07-18,5809,6,1,0,20,3.1,0,6,5,0,6.5,24.1,70,29.8,19.5,18.2
2015-07-19,3888,7,1,0,14.2,4.4,0.8,6,7,0,6.4,24.5,65,31.6,18.2,17
2015-07-20,8048,1,0,0,10,2.8,0,0,3.5,0,5.5,24.7,64,30.4,20.4,18.8
2015-07-21,7798,2,0,0,7.6,2.5,0,0,12.4,0,2.4,26.2,60,33.1,19.8,18.2
2015-07-22,7814,3,0,0,8,2.4,1.4,6,8.2,0,5.2,26.7,59,34.5,17.4,16.4
2015-07-23,8395,4,0,0,7.5,2.1,0,0,7.2,0,5.4,23.4,57,28.2,18.8,16.9
2015-07-24,8131,5,0,0,17.2,2.3,18.3,6,11.6,0,3.5,24.8,56,33.7,14.6,13.4
2015-07-25,4998,6,1,0,20,6.2,0,6,7,0,4.7,18.7,69,22.3,10.3,8.9
2015-07-26,3363,7,1,0,9.7,1.9,4.7,6,8,0,5.2,16.8,63,23.8,8,6.6
2015-07-27,6417,1,0,0,14.9,6.2,0.6,6,2.7,0,6.3,19.4,65,23.5,15.6,13.9
2015-07-28,7274,2,0,0,15,5.7,0.9,6,4.3,0,7.4,19.1,55,23.7,13.5,12.9
2015-07-29,6267,3,0,0,10.3,3.5,2.4,6,4.4,0,5.8,15.2,80,20.1,11.8,10.2
2015-07-30,7591,4,0,0,9.4,3.1,0,0,6.1,0,4.3,16.4,63,23.5,9.9,7.8
2015-07-31,7250,5,0,0,8.9,3.2,0,0,13.8,0,3.6,17.1,58,24.5,7,5.5
2015-08-01,5396,6,1,0,11.2,3.6,0,6,3.5,0,6.9,19.8,56,25.7,15.4,14.2
2015-08-02,2845,7,1,0,9.2,2.7,0,0,13.7,0,1.5,21.8,60,30.6,13.5,11.3
2015-08-03,6575,1,0,0,6.2,1.6,0,0,13.9,0,1.6,23,58,33.6,12.2,10.2
2015-08-04,5835,2,0,0,12.3,3.2,5.3,6,4.4,0,5,20,80,27.8,14.1,13
2015-08-05,6866,3,0,0,9.4,2.5,0,0,12.7,0,3.2,22.6,72,31.3,15,13.4
2015-08-06,6654,4,0,0,7.5,1.6,0,0,11,0,3.1,25.5,65,36.3,15.8,14.5
2015-08-07,5719,5,0,0,10.3,1.7,0,0,13.2,0,2.7,27.8,58,38.7,17.5,16.1
2015-08-08,4778,6,1,0,11.7,3.1,0,0,9.5,0,4.8,27.2,53,33.9,21.1,19.4
2015-08-09,2281,7,1,0,8.8,3.7,12,6,4.9,0,6.3,24.1,71,30.3,20.4,19.7
2015-08-10,6054,1,0,0,4.9,1.6,0,0,3.8,0,5.1,23.6,80,27.7,20.2,18.8
2015-08-11,6774,2,0,0,6.8,2.1,0,0,11,0,3.2,23.5,74,29.8,18,16.9
2015-08-12,6353,3,0,0,6,2.3,0,0,10.5,0,5.3,25.6,68,32.4,18.2,17.1
2015-08-13,6315,4,0,0,20.6,4,0.2,6,12.2,0,3.5,27,62,36,20.5,18.9
2015-08-14,5390,5,0,0,9.1,2.2,1.7,6,2.3,0,7,21.7,81,27.2,17.4,16.4
2015-08-15,4450,6,1,1,10.4,4.4,1.9,6,2.3,0,7.2,19.6,77,24.5,16.6,15.8
2015-08-16,1517,7,1,0,7,2.9,0.8,6,0,0,7.3,16.6,90,18.7,15.5,14.9
2015-08-17,5504,1,0,0,6.3,3.1,0,6,0.5,0,6.4,16.2,80,19.8,12.1,10.7
2015-08-18,6238,2,0,0,9.4,2.9,0,0,7.9,0,3.6,16.4,73,22.6,10.6,8.7
2015-08-19,6036,3,0,0,4.6,1.3,0,6,0.4,0,6.9,15.2,76,21,9.7,8
2015-08-20,6213,4,0,0,6.3,1.8,0,6,5.4,0,6,17.5,69,24.7,9.7,8
2015-08-21,6303,5,0,0,10.3,2.3,0,0,13,0,0.5,18.4,65,26.6,9.4,7.4
2015-08-22,4481,6,1,0,10.5,2.8,0,0,12.6,0,3.1,20.2,57,28.4,10.4,8.5
2015-08-23,1859,7,1,0,18.7,3.7,3.9,6,6.5,0,4.5,19.8,67,28.5,13.8,10.5
2015-08-24,4158,1,0,0,15.2,3.1,1.5,6,0.7,0,6.9,18.6,83,23.6,16.2,15.6
2015-08-25,5865,2,0,0,14.4,5.4,0,0,10.2,0,3.1,17.7,58,23.1,10.6,8.8
2015-08-26,6449,3,0,0,6.1,1.2,0,0,12.6,0,3.8,18.8,67,29,8.6,7.1
2015-08-27,6257,4,0,0,13.6,3.5,2.6,6,10.6,0,6.9,24,56,33.6,13.2,11.6
2015-08-28,4770,5,0,0,7.9,2.5,1.2,6,0,0,7,21,88,24.2,18.9,17.9
2015-08-29,4486,6,1,0,5.6,2.2,0,0,11.5,0,3.9,24.2,73,32.5,17.7,16.7
2015-08-30,2196,7,1,0,8.2,2.2,0,0,12.3,0,2.6,25.9,66,34.9,17.3,16.1
2015-08-31,6044,1,0,0,14.1,3.7,0,0,12.1,0,2.3,26.8,51,35.2,18.5,16.7
2015-09-01,4867,2,0,0,15.9,2.8,1,6,0.6,0,5.8,19.8,78,27.4,14.5,13.4
2015-09-02,5892,3,0,0,5.6,1.5,0,6,3.8,0,6.8,18,75,23.4,14.1,12.9
2015-09-03,6158,4,0,0,10,2.6,0,0,5.8,0,5.7,17.1,65,22.7,10,7.6
2015-09-04,5943,5,0,0,9.8,2.5,0,0,5.6,0,4.3,14.1,65,21.1,7.8,5.3
2015-09-05,4084,6,1,0,10.1,4,0.3,6,3.4,0,4.6,13.8,69,18.4,8.4,5.3
2015-09-06,1796,7,1,0,8.6,2.7,0,0,2.4,0,6,13.1,66,17.7,8.3,5.2
2015-09-07,5584,1,0,0,7.3,2.6,0,6,0.5,0,6,12.5,75,18,6.5,4
2015-09-08,6137,2,0,0,7.3,2.5,0,0,4.7,0,3.8,15,72,21.7,9.6,7
2015-09-09,6487,3,0,0,10.3,3.7,0,0,11.4,0,2.3,15.6,62,22.9,7.4,4.5
2015-09-10,6516,4,0,0,13.6,4,0,0,10.4,0,0.9,14.6,57,22.2,8.5,6.2
2015-09-11,6585,5,0,0,5.7,2.4,0.6,6,11.8,0,2.9,14.6,63,22.8,8.9,7.2
2015-09-12,4715,6,1,0,8.9,2.6,1.2,6,4.5,0,7,18,74,27.7,9.3,7
2015-09-13,2263,7,1,0,10,2.2,4.9,6,2.9,0,6.8,18.1,87,23.1,14.2,13.3
2015-09-14,5754,1,0,0,21.6,4,5,6,6.1,0,5.1,16.6,79,24,11.7,8.8
2015-09-15,6440,2,0,0,13,3.6,2,6,1.2,0,6.8,14.8,73,18.8,10.3,9.3
2015-09-16,4461,3,0,0,11.5,2.1,11.2,6,1,0,7.7,16.2,90,22.2,13.4,12.6
2015-09-17,4196,4,0,0,11.8,3.5,8.7,6,0.9,0,7.1,14.7,90,16.4,11.4,9
2015-09-18,5876,5,0,0,11,2.3,3.3,6,5,0,4.6,14.2,86,19.4,9.5,7.7
2015-09-19,4244,6,1,0,7.9,2.7,1.7,6,4.5,0,6.6,14.7,82,19.6,9.7,9.3
2015-09-20,2280,7,1,0,4.5,1.2,0,6,1,0,6,13.2,85,17.7,7,5.8
2015-09-21,6473,1,0,0,4.9,1.1,0,6,10.5,0,3.2,12.7,77,20.8,4.7,3.4
2015-09-22,5669,2,0,0,12.4,3.6,3.4,6,1.2,0,7.3,14.1,84,17.6,11.1,8.9
2015-09-23,5452,3,0,0,10.6,4.9,1.4,6,0.6,0,7.3,12.7,86,15.2,10.9,10.1
2015-09-24,6879,4,0,0,6.5,2.2,0,0,9.2,0,5.6,13.9,79,20,9.5,7.2
2015-09-25,6609,5,0,0,6,1.8,0,0,2.1,0,6.7,13.8,82,19.2,7.8,6
2015-09-26,4543,6,1,0,7.6,3.6,0,0,2.8,0,6.7,14.9,72,18.7,11,9.6
2015-09-27,2421,7,1,0,12.6,5.1,0,0,8.7,0,2.2,14.5,61,19.6,9.8,7.2
2015-09-28,6621,1,0,0,12.9,4.7,0,0,9.1,0,0.8,12.5,61,18.8,6.4,4.5
2015-09-29,6617,2,0,0,16.6,5.5,0,0,10.7,0,1,13.4,56,19.4,8,6.3
2015-09-30,6823,3,0,0,13,5.3,0,0,10.8,0,0.2,13,53,18.5,8.3,5.8
2015-10-01,7051,4,0,0,12.6,5.1,0,0,10.7,0,0,11.6,55,18.2,6.2,4.3
2015-10-02,6930,5,0,0,10.4,4.2,0,0,10.7,0,1.5,12.6,63,20.4,5.7,4
2015-10-03,2547,6,1,1,7.2,2.2,7.2,6,7.7,0,5,13.6,76,22.2,8.3,5.5
2015-10-04,1948,7,1,0,8.8,2.8,2.6,6,2.1,0,6.2,13.4,91,17,9,6.1
2015-10-05,6352,1,0,0,5.6,1.9,3.7,6,0.6,0,7.3,13.5,89,19,8.3,7
2015-10-06,6258,2,0,0,7.8,1.5,1,6,1,0,6.6,15.7,94,21.1,11.7,10.3
2015-10-07,6420,3,0,0,9.5,3.8,0,6,0.9,0,7,15.1,85,17,10.4,7.9
2015-10-08,6721,4,0,0,6.6,1.8,0,0,3.2,0,6.9,12.6,86,17,8.6,6.2
2015-10-09,6009,5,0,0,7.1,2.5,0,0,2.4,0,6.8,13.2,84,17.2,10.2,8
2015-10-10,3760,6,1,0,8.2,3.4,0.1,6,0,0,6.3,11.9,88,14.6,8.1,5.4
2015-10-11,2920,7,1,0,9.7,5,0,0,7.3,0,2.7,10.8,72,15.6,7,5
2015-10-12,5994,1,0,0,10,4.3,0,0,7.7,0,4.3,8.3,68,13.3,3.2,1.9
2015-10-13,6130,2,0,0,8.5,1.7,4.2,6,4,0,4.5,6.6,82,12.3,0.2,-1.9
2015-10-14,5361,3,0,0,6.7,2.2,0,6,0,0,7.9,5,87,5.9,3.6,3.8
2015-10-15,5830,4,0,0,6,2.4,0,6,0,0,7.7,5.6,87,6.5,4.8,4.5
2015-10-16,5585,5,0,0,6.6,2.9,0,0,0,0,7.7,6.6,80,8.5,5.7,5.2
2015-10-17,4048,6,1,0,3.7,1.2,0.1,6,0,0,8,6.8,84,8.9,5,4.4
2015-10-18,1928,7,1,0,5.2,1.6,0,0,1.4,0,7.1,7.3,86,10.6,2.4,0
2015-10-19,6477,1,0,0,4.7,1.2,0,6,6.8,0,6.2,8.1,83,12.6,5.4,2.6
2015-10-20,6535,2,0,0,3.6,1.1,0,6,0.5,0,7.5,8,88,11.7,5.5,4.5
2015-10-21,6539,3,0,0,3.9,1,0,6,1.7,0,7.4,9.1,89,13,6,3.1
2015-10-22,6588,4,0,0,9.7,4.2,0.1,6,0.1,0,7.6,9.9,86,12.9,5.5,1.7
2015-10-23,6243,5,0,0,6.7,2,0,0,0,0,7.8,11.9,87,14.2,8.8,5.8
2015-10-24,4849,6,1,0,3.4,1.1,0,6,5.3,0,5.2,9.4,88,15.8,2.5,-0.2
2015-10-25,2133,7,1,0,5.8,2.3,0,0,0.2,0,6.4,12.4,86,14.9,8.1,6.1
2015-10-26,6875,1,0,0,7.1,2.9,0.1,6,9.1,0,2,10.1,89,16.5,6,3.3
2015-10-27,6516,2,0,0,4.2,1.5,0,6,0,0,7.8,8.7,96,10.3,7.4,6.1
2015-10-28,6642,3,0,0,4.6,1.8,0.5,6,1.5,0,7.5,8.8,91,12,6.9,6.9
2015-10-29,6747,4,0,0,6.3,2.5,0.1,6,1.9,0,6.3,10.7,91,15.5,5.3,2.9
2015-10-30,6705,5,0,0,8.8,3.7,0,0,3.3,0,7.3,10.9,83,13.9,7,5.4
2015-10-31,4703,6,1,1,8.7,3.4,0,6,4.3,0,2.3,10.2,82,14.6,3.1,0.6
2015-11-01,1807,7,1,1,5,1.9,0,6,0,0,7.9,6.8,99,8.2,4.9,5.1
2015-11-02,5531,1,0,0,4.5,1.4,0,6,0,0,8,5.8,99,7,4.6,4.7
2015-11-03,5377,2,0,0,5,2,0,6,0,0,8,4.1,99,5.4,3,3.2
2015-11-04,6165,3,0,0,3.8,1.3,0,0,3.6,0,6.5,7.4,93,13.1,3.6,3.8
2015-11-05,6363,4,0,0,2.9,0.9,0,6,8.4,0,4.5,10.4,89,18.8,4.2,1.7
2015-11-06,6316,5,0,0,9.7,3,0.1,6,3.2,0,6.8,13.8,85,18.8,8.5,6
2015-11-07,4575,6,1,0,9.7,3.1,0,6,0.9,0,7.1,16,89,21.1,10.8,8.5
2015-11-08,2518,7,1,0,4.8,1.6,0,6,6.7,0,4.4,14.8,90,21.6,9.3,5.7
2015-11-09,6182,1,0,0,12.7,5.7,0.2,6,1.5,0,5.1,15.7,72,19.2,11,6.8
2015-11-10,6881,2,0,0,12.5,5.3,0,0,6.6,0,5.3,14.3,70,17.9,11.6,10.3
2015-11-11,6338,3,0,0,9.6,4.1,0,0,5.4,0,4.9,10.8,80,14.1,6.7,1.9
2015-11-12,6817,4,0,0,6.7,2.4,0,6,2.6,0,6.8,9.9,82,15.3,2.7,-0.2
2015-11-13,6247,5,0,0,13.7,4.3,1.7,6,0,0,7.5,9.5,86,14,2.2,-0.4
2015-11-14,4457,6,1,0,13.9,5.6,0,6,4.1,0,6.8,9.9,70,12,7.6,5.5
2015-11-15,1992,7,1,0,20.2,8.7,0,0,3.8,0,5,12.5,67,15.4,9.9,8.5
2015-11-16,6502,1,0,0,13.8,5.2,0.7,6,7.6,0,5.8,10.3,70,13.5,6,3.4
2015-11-17,5381,2,0,0,18.9,9.3,1.9,6,0,0,7.9,13.6,78,15.8,11.2,9.5
2015-11-18,5853,3,0,1,23.2,9.3,0,6,5.5,0,4.5,14.7,65,16.9,11.4,8.7
2015-11-19,5610,4,0,0,18.5,9.5,15.3,6,0.3,0,7.6,14.8,71,15.9,13.4,11.6
2015-11-20,2377,5,0,0,17.1,3.8,51.6,6,0,0,7.9,9.6,94,16,4.9,4.1
2015-11-21,2830,6,1,0,10.4,4.3,2.5,8,0.2,0,6.5,4.1,88,7,1,-0.3
2015-11-22,1681,7,1,0,8.9,3.8,0,6,2,0,6.5,2.9,86,6,0.6,-0.1
2015-11-23,4703,1,0,0,6.3,3,0,6,0.2,0,6,1.8,91,4.1,-2.8,-4.8
2015-11-24,4974,2,0,0,12.9,3.7,0.4,8,4.5,0,5.3,0.7,83,4,-4.4,-6.7
2015-11-25,4616,3,0,0,12.2,5.7,1.3,6,0,0,7.6,4.2,91,5.8,1.6,1.1
2015-11-26,5000,4,0,0,5,2.1,2.1,6,0,0,6.9,3.8,96,5.7,-1.5,-3.6
2015-11-27,4393,5,0,0,7.2,1.4,0,8,0,0,6.9,-1,100,0.9,-2.4,-5.2
2015-11-28,2810,6,1,0,13.8,5.9,1.1,8,0.7,0,7,3.3,86,6.3,0.3,0.1
2015-11-29,1050,7,1,0,18.9,10.9,4.8,6,0,0,7.9,7.7,81,11.2,5.3,4
2015-11-30,4427,1,0,0,19.3,9.9,7.5,6,0,0,7.8,10.9,78,12.1,9.4,8.4
2015-12-01,3634,2,0,0,15.5,8.2,3.6,6,0,0,7.8,10,92,11,9.3,8.7
2015-12-02,5287,3,0,0,7,1.9,0,0,0,0,7.5,9.5,85,11.2,7.2,5.1
2015-12-03,5595,4,0,0,6.9,1.7,0,0,6.6,0,5.7,6,87,10.3,2.1,-0.9
2015-12-04,4497,5,0,0,9.6,3.7,0,6,0,0,7.5,6.5,86,9.8,1.9,0.4
2015-12-05,3332,6,1,0,5.6,1.6,0,0,2.2,0,6.3,5.4,95,10.3,0.4,-1.9
2015-12-06,1781,7,1,0,12,2.9,0.1,6,6.6,0,4,6.6,87,13.1,-0.7,-3.6
2015-12-07,5094,1,0,0,3.7,1.2,0,0,5.2,0,3,6.9,91,13.9,1,-1.4
2015-12-08,4952,2,0,0,3.9,1.1,5.3,6,0,0,5,2.4,100,5.3,-0.6,-2.2
2015-12-09,4961,3,0,0,7.4,2.4,0,6,3.7,0,4.5,5.8,93,10.1,-1.3,-4.2
2015-12-10,4883,4,0,0,6.4,1.6,0,0,0,0,6.3,-0.5,100,1.5,-3.1,-5.4
2015-12-11,4679,5,0,0,13.5,5.5,0,6,0.3,0,7.5,5,84,9.6,0,-1.2
2015-12-12,3236,6,1,0,12.5,5.5,0,6,0.1,0,7.3,9.4,76,11.3,8,6.8
2015-12-13,1824,7,1,0,11.1,4.3,0,0,0.9,0,6.8,7.3,84,10.4,2.5,-0.5
2015-12-14,5203,1,0,0,2.6,0.9,0,0,4,0,4.1,2.9,94,7.5,-1.6,-3.5
2015-12-15,5433,2,0,0,5.8,1.6,3.2,6,2.9,0,7.5,4.9,91,12,-0.9,-3
2015-12-16,3730,3,0,0,9.4,3,6,6,0,0,7.8,8.7,97,12.4,3.4,2.6
2015-12-17,5487,4,0,0,9.8,2.5,0.1,6,0.2,0,7.3,11.3,92,14.5,7.2,4.3
2015-12-18,5197,5,0,0,6.8,2.5,0,6,0.1,0,7.5,10.9,88,14.1,8.7,5.9
2015-12-19,3851,6,1,0,5.9,1.7,0,0,6.1,0,5.5,9.2,88,14.6,2.3,-0.1
2015-12-20,1920,7,1,0,4.6,1.1,2.8,6,4.3,0,6.4,5.5,94,11.3,0.4,-1.4
2015-12-21,4507,1,0,0,14.9,6,3.7,6,0.9,0,6.6,9.9,83,11.7,6.2,4.7
2015-12-22,5387,2,0,0,15.2,6.3,0,0,5,0,6.8,11.8,69,14.3,8.5,5.6
2015-12-23,3885,3,0,0,10.7,4.1,1.1,6,0,0,5.5,10.4,86,12.7,7.1,3.8
2015-12-24,1992,4,0,0,12.4,2.9,0,6,4.6,0,6.3,10.8,83,15.1,6.7,5.6
2015-12-25,651,5,0,1,11.2,4.9,0,0,6.2,0,6.2,12.6,73,15.6,9.5,7.9
2015-12-26,924,6,1,1,7.7,2.9,0,0,7,0,4.5,9,85,14,1.4,-0.4
2015-12-27,1066,7,1,0,8.3,2.1,0,0,6.8,0,5.2,5,91,12.8,0,-2.4
2015-12-28,2893,1,0,0,3.4,1.1,0,0,0.1,0,7.1,0.6,100,4.2,-2,-3.5
2015-12-29,3017,2,0,0,4.6,1.3,0,0,0.3,0,7.5,1.3,98,4.7,-1.8,-1.6
2015-12-30,3491,3,0,0,10.1,3.2,0.4,6,7,0,4.9,4,88,8.3,-0.4,-2.5
2015-12-31,1599,4,0,0,5.2,1.7,1,6,0,0,7.8,3.7,99,8.1,0.8,-1
2016-01-01,848,5,0,1,8.6,2,0.1,6,2.9,0,7.3,5.2,95,9.2,1.5,0.6
2016-01-02,1518,6,1,0,3.7,1,2.9,6,0,0,8,4.4,99,5.8,1.7,1.2
2016-01-03,1107,7,1,0,8.4,2.5,7.8,6,1.4,0,7.3,6,90,8.4,2.7,1.4
2016-01-04,3101,1,0,0,12.1,5,4.5,6,0.8,0,6.8,6.3,88,9.2,3.6,1.3
2016-01-05,2834,2,0,0,11.5,3.3,6.6,6,0.5,0,7.1,5.6,92,8.1,1,-0.8
2016-01-06,1109,3,0,1,7.4,1.8,1.9,6,0,0,7.8,5.1,96,6.7,2.8,1.4
2016-01-07,3711,4,0,0,15.3,3.4,6.2,6,1.2,0,7.1,5.2,90,8.8,0,-1.6
2016-01-08,4616,5,0,0,11.7,2.8,0,0,3.2,0,6.4,5.4,83,8.6,0.4,-1.2
2016-01-09,3438,6,1,0,2.7,0.8,3.2,6,0,0,7.8,4,96,6.8,0.4,-1.2
2016-01-10,1349,7,1,0,12,3.5,4.4,6,0.1,0,7.6,6.2,92,8.7,0.3,-1
2016-01-11,3180,1,0,0,17.2,5,20.2,6,0,0,7.5,6.8,87,8.9,4.8,4.4
2016-01-12,3870,2,0,0,16.6,8,4.1,8,1.3,0,7.3,6.2,84,8.4,4.5,3.3
2016-01-13,4388,3,0,0,16.9,8.1,0.3,6,0,0,7.6,4.8,83,6,2.2,-0.5
2016-01-14,5140,4,0,0,13.6,3.6,0.5,8,5.7,0,4.5,2.6,84,6.7,-2.4,-4.9
2016-01-15,3035,5,0,0,16.8,7.6,3.1,8,0,0,7.7,1.4,94,3.4,0.4,0
2016-01-16,2811,6,1,0,11.4,4.2,0.5,8,0.3,0,7.1,1.3,94,2.3,0.4,-0.6
2016-01-17,1303,7,1,0,9,3.6,0.1,7,2,0,6.3,0.3,82,2.4,-3.4,-5.5
2016-01-18,4298,1,0,0,7.8,3.1,0,7,6.5,0,3.4,-3.6,81,-0.3,-7,-9.3
2016-01-19,4466,2,0,0,5,2.1,0,7,0,0,7.3,-4.6,83,-2.3,-8.1,-9.6
2016-01-20,4322,3,0,0,6.9,2.8,0,7,0,0,7.6,-4.9,95,-3.4,-6.4,-8
2016-01-21,4486,4,0,0,6.3,2.8,0,7,4.8,0,4.3,-0.9,86,3.7,-3.6,-7
2016-01-22,4147,5,0,0,4.8,1.4,2,6,2.8,0,6.2,-3.2,94,-0.4,-5.6,-7.7
2016-01-23,2975,6,1,0,7.7,3,0,6,0.1,0,7.4,3,96,6.8,-1.8,-3.5
2016-01-24,1538,7,1,0,6.6,2.4,0,6,1.3,0,7.3,2.5,93,5.8,-1.8,-2.8
2016-01-25,4985,1,0,0,4.8,1.6,0,0,8,0,4.2,6.1,79,13.7,1.3,-1.5
2016-01-26,5333,2,0,0,10.1,3.5,0,0,7.5,0,6,8.4,77,13.8,2.5,-0.3
2016-01-27,5210,3,0,0,13.9,6.1,0,6,0.4,0,7.6,12.3,69,15,9,7.2
2016-01-28,4614,4,0,0,13.6,4.3,2.6,6,0,0,7.9,9.8,82,13.1,6.5,5.9
2016-01-29,5003,5,0,0,12.5,5.6,0,0,7.5,0,3.5,6.8,81,9.6,3.8,2.1
2016-01-30,2575,6,1,0,19.6,9.5,15.6,6,0.4,0,7.3,7.3,80,10.1,5.4,4.6
2016-01-31,1228,7,1,0,14.8,6.6,3.2,6,0,0,7.7,7.6,90,13,5.2,4.2
2016-02-01,4475,1,0,0,18.6,10,0.1,6,0,0,7.4,12.1,82,13.5,10.8,10
2016-02-02,4839,2,0,0,18.4,8.7,2.1,6,0,0,7.6,11,75,12.5,6.9,6
2016-02-03,4249,3,0,0,15.1,5.3,3.8,8,0.5,0,6.8,5.5,82,7.4,3,1.8
2016-02-04,3679,4,0,0,18.3,7.4,5.1,6,0,0,7.9,4.3,90,5.7,3.1,2.1
2016-02-05,4699,5,0,0,9.5,2.7,0,6,2.3,0,7.5,6.4,91,11.3,0.9,-1.6
