"date","bike_count","weekday","is_weekend","is_holiday","FX.Windspitze","FM.Windgeschwindigkeit","RSK.Niederschlagshoehe","RSKF.Niederschlagsform","SDK.Sonnenscheindauer","SHK_TAG.Schneehoehe","NM.Bedeckungsgrad","TMK.Lufttemperatur","UPM.Relative_Feuchte","TXK.Lufttemperatur_Max","TNK.Lufttemperatur_Min","TGK.Lufttemperatur_5cm_min"
2012-04-26,5849,4,0,0,9.9,2.4,0,6,2.9,0,6.6,13,72,18.1,7.1,5.6
2012-04-27,5846,5,0,0,6.1,1.5,0.1,6,6.2,0,6.1,14.3,72,21.5,5,3.6
2012-04-28,4261,6,1,0,8.1,2.7,0,0,11.3,0,4.8,20.6,57,30.4,11.5,10.5
2012-04-29,1901,7,1,0,16.4,3.3,3.7,8,5.3,0,7.2,16.9,66,23.4,11.9,10.6
2012-04-30,5732,1,0,0,18.8,3.8,3.2,6,5.4,0,6.8,18.7,65,25.7,10.8,9.6
2012-05-01,2558,2,0,1,9.7,3.3,0.8,6,10.3,0,6.3,16.1,67,21.6,9.9,8
2012-05-02,5856,3,0,0,14.3,4.6,0,0,8.2,0,4.8,15.3,73,20.5,9,6.1
2012-05-03,6738,4,0,0,8.7,2.5,0,0,13,0,2.3,14,68,20.7,6.8,5.7
2012-05-04,6309,5,0,0,10,1.9,0.5,6,12.3,0,4,16,62,23.7,6.3,5.1
2012-05-05,2602,6,1,0,10.2,3.3,12.6,6,0.1,0,7.7,13,89,15.5,8.3,7.5
2012-05-06,1368,7,1,0,10.4,2.9,8.6,6,2.9,0,7.5,12.2,87,15.9,8.3,8.1
2012-05-07,4611,1,0,0,6.2,1.6,1.2,6,3.2,0,5.7,11.8,84,16.9,8.5,7.2
2012-05-08,6037,2,0,0,14.7,2.4,0.4,6,8.4,0,6.3,14.7,73,22.2,6.3,5.6
2012-05-09,5929,3,0,0,12.8,4.5,0.1,6,4.4,0,6.4,17.5,78,21.4,12.2,10.6
2012-05-10,6776,4,0,0,8.9,2.1,0,0,12.7,0,6.1,20,72,28.5,10.3,9.2
2012-05-11,5987,5,0,0,11.9,3.1,4.9,6,10.7,0,7.4,22.6,67,30.6,14.7,13.8
2012-05-12,3799,6,1,0,10.1,3.9,0,6,5.2,0,4.7,13,63,16.1,8.4,5.9
2012-05-13,2267,7,1,0,9.3,3.3,0,0,10.7,0,3.8,10.2,61,15.3,4.1,2.4
2012-05-14,6176,1,0,0,6.6,1.5,0,0,12.6,0,2.8,11.1,58,18.5,2.1,0.4
2012-05-15,5209,2,0,0,15.7,4.9,7.2,6,5,0,5.9,9.2,75,14.5,4,2.8
2012-05-16,4452,3,0,0,10.4,3.9,2.7,6,4.6,0,6.5,8.7,74,13.4,4.2,2.4
2012-05-17,2128,4,0,1,10.9,3.1,0.1,6,13.4,0,4.2,10.9,62,17.5,0.9,-0.2
2012-05-18,5332,5,0,0,7.3,2.5,0.9,6,6.1,0,7,15.6,62,21.9,10,8.6
2012-05-19,3468,6,1,0,11.9,2.2,7.8,6,8.6,0,5.8,17,79,24.7,11.6,10.7
2012-05-20,2103,7,1,0,9.4,2.6,0,0,11.1,0,6.2,19.4,72,25.6,11.8,11.2
2012-05-21,6353,1,0,0,14.2,3.8,2.1,6,5.3,0,6.7,18.4,77,24.2,14.9,14
2012-05-22,6363,2,0,0,9.8,2.9,2.6,6,6.3,0,6.8,18.9,77,24.3,14.5,13.7
2012-05-23,6339,3,0,0,7.7,4.5,0.5,6,4.1,0,6.4,18.4,88,22.7,15.8,15.6
2012-05-24,6977,4,0,0,10.1,3.2,0,0,10.6,0,3.1,21.8,65,29.4,14.5,13.6
2012-05-25,6781,5,0,0,12.9,5.5,0,0,14.4,0,2.7,20.5,41,25.2,15.2,12.9
2012-05-26,4208,6,1,0,11,4.4,0,0,14.4,0,2,19,46,25.4,11.5,9.8
2012-05-27,1728,7,1,1,7.2,2.3,0,6,4.4,0,5.4,16.5,63,23.4,10.1,8.6
2012-05-28,1893,1,0,1,11.2,2.2,8.5,6,11.4,0,2.4,17.9,65,25.5,7.7,6.6
2012-05-29,5859,2,0,0,10.2,2,0.8,6,9.6,0,4.1,19,70,26.7,12.4,11.5
2012-05-30,5140,3,0,0,10,2.2,0.7,6,10.1,0,5,18.7,77,25,12.8,11.8
2012-05-31,5425,4,0,0,11.4,3.9,0,6,5.3,0,6.3,19.2,69,25,13.2,11.8
2012-06-01,5046,5,0,0,10,3.9,0,0,1.9,0,7.3,18.1,62,22.5,13.4,11.5
2012-06-02,4443,6,1,0,7.6,2.3,1,6,8.3,0,6,17.6,72,23,11.1,9.5
2012-06-03,1132,7,1,0,15.4,4.5,13.5,6,1.2,0,7.9,17,85,22.2,14,13
2012-06-04,4561,1,0,0,15.6,4.5,6.6,6,2.2,0,7.5,15.2,82,19,11,10.6
2012-06-05,5616,2,0,0,7.5,2.4,0.7,6,8.3,0,6.1,12.9,61,17.2,8.8,7.6
2012-06-06,5098,3,0,0,11.3,2.6,2.6,6,2.4,0,7.8,14.6,88,19.5,10.6,10.5
2012-06-07,2050,4,0,1,9.7,1.4,9.3,6,2.2,0,7.6,18.3,82,24.8,11.6,11
2012-06-08,5064,5,0,0,12.9,5,0,6,6.1,0,6.7,18.4,73,21.3,15.6,14.1
2012-06-09,4122,6,1,0,11.2,4,0,0,9.1,0,5.9,16.6,62,20.5,12.3,11.3
2012-06-10,2159,7,1,0,6,2.1,2.9,6,9.6,0,6.3,16.1,62,21.2,9.8,8.7
2012-06-11,4079,1,0,0,11.4,2.5,6.1,6,3.5,0,5.9,14.9,85,19.5,9.9,9.2
2012-06-12,5258,2,0,0,8.8,3.4,7.3,6,0.2,0,7.4,14,87,17.6,9.4,8.9
2012-06-13,4710,3,0,0,16.2,4.2,3.6,6,1.5,0,7.6,14.4,87,18.3,12.6,12.3
2012-06-14,6322,4,0,0,6.5,1.9,0,0,13.1,0,6.3,16.1,72,21.6,11.4,10.7
2012-06-15,6015,5,0,0,6.9,1.6,0,6,6.6,0,5.6,17.8,76,24.6,9.9,9
2012-06-16,4443,6,1,0,11.7,2.3,1,6,7.9,0,4.9,19.2,72,26,12.7,11.7
2012-06-17,2611,7,1,0,6,2.2,0.5,6,7.6,0,4.3,17.5,78,23.3,12.8,12.4
2012-06-18,6092,1,0,0,10.8,3.3,0,0,9.6,0,5.6,21.1,72,28.1,12.7,11.8
2012-06-19,6121,2,0,0,7.6,2.6,4.3,6,3.8,0,7.2,20.2,77,24.3,16.4,15.4
2012-06-20,5561,3,0,0,10.5,3.2,0.1,6,2.3,0,7.2,20.4,85,25.1,17.9,17.4
2012-06-21,6223,4,0,0,21.1,1.6,6.1,6,4.6,0,6.9,20.6,79,26,16.2,15.5
2012-06-22,6532,5,0,0,11.7,4.2,0,0,12.9,0,3.3,18,65,22.3,10.7,9.4
2012-06-23,4777,6,1,0,7.7,2.2,0,0,13,0,3.4,17.2,68,23.9,9,8
2012-06-24,1986,7,1,0,14.6,3.9,4.7,6,5.1,0,6.6,16.9,74,23.1,8.9,8.4
2012-06-25,6018,1,0,0,12.3,3.9,0,0,7.1,0,5.3,15.9,73,21.6,11.1,9.8
2012-06-26,6631,2,0,0,8.4,2.2,0,0,8.9,0,4.2,17.1,71,23.6,10,8.9
2012-06-27,6632,3,0,0,9.2,2.7,0,6,7.1,0,5.8,20.6,74,26.5,12.3,11.6
2012-06-28,6962,4,0,0,7.6,1.9,3.5,6,7.6,0,6.2,23.4,71,31.3,15.2,14.4
2012-06-29,6083,5,0,0,16.9,2.5,0,0,11.1,0,4.8,24.6,70,31.5,17.7,17.3
2012-06-30,4563,6,1,0,14.8,2.3,19.7,8,12,0,3.4,24.4,67,31.3,18,16.9
2012-07-01,1436,7,1,0,8.4,3.3,2.9,6,0.3,0,7.6,18,90,19.4,15,14.4
2012-07-02,4825,1,0,0,8.8,2.2,1.7,6,0.5,0,8,17.8,87,21.5,15.5,15.3
2012-07-03,5781,2,0,0,3.6,1.2,0.1,6,0.4,0,7.6,19.1,85,23.3,16.3,16.4
2012-07-04,6789,3,0,0,5,1.2,0,0,9,0,5.8,21.7,74,28,14.3,13.7
2012-07-05,6504,4,0,0,6.1,1.6,1.1,6,9,0,6.3,22.6,76,28.5,16.5,15.9
2012-07-06,5488,5,0,0,8.3,2.2,0.6,6,3.7,0,7.4,19.3,82,23.9,16.7,16.1
2012-07-07,5122,6,1,0,11.9,2.3,5.5,6,12.3,0,3.3,20.9,71,26.4,14.8,13.6
2012-07-08,2072,7,1,0,16.4,3.8,13.3,6,6.3,0,6.3,19.9,73,25.4,15.4,14.5
2012-07-09,6535,1,0,0,9.6,3.2,0,0,9.5,0,4.1,19.6,67,24.3,13.5,11.9
2012-07-10,6468,2,0,0,12.7,2.6,11.7,8,10.4,0,4.7,19.2,76,26,12.4,11.6
2012-07-11,6325,3,0,0,12.1,3.9,0.2,6,5.3,0,7.2,17.7,71,22.5,14.1,13.2
2012-07-12,5920,4,0,0,12.9,3.9,5.6,6,2.5,0,7,16.3,74,20.5,13.9,13.4
2012-07-13,5068,5,0,0,11.9,3.6,2.6,6,2.3,0,7.5,16.7,83,22,13.6,13.3
2012-07-14,3959,6,1,0,17.9,6,3.2,6,9.1,0,5.7,18,71,21.9,14.4,13.3
2012-07-15,1396,7,1,0,11.4,4.2,22.7,6,2.6,0,7.4,15,86,18.7,12.4,11.7
2012-07-16,5888,1,0,0,10.2,4,0,6,7.2,0,5.9,16.5,69,21.4,11.6,10.8
2012-07-17,5786,2,0,0,12.6,5,0,6,0.5,0,7.2,18.6,64,21.5,16.7,16.1
2012-07-18,6651,3,0,0,10.5,3.7,0,0,6.5,0,6.6,21.3,66,27.2,15.6,14
2012-07-19,6459,4,0,0,13.6,4.4,0,6,4,0,7.1,18.8,68,22,15.8,13.8
2012-07-20,5402,5,0,0,8.4,2.8,1.1,6,0,0,7.8,15.9,83,17.7,14.1,13.7
2012-07-21,3747,6,1,0,12.9,2.1,5.3,8,3.9,0,6.6,15.4,83,20.4,10,9.2
2012-07-22,2569,7,1,0,7.5,2.2,0,0,12.2,0,3,14.8,70,21.6,7.9,7.3
2012-07-23,6424,1,0,0,10.9,3.8,0,0,14.4,0,3.1,17.9,60,25.4,9,7.8
2012-07-24,6387,2,0,0,7.2,2.2,0,0,14.2,0,2,20.7,66,29.8,12.1,10.5
2012-07-25,6325,3,0,0,5,1.8,0,0,13.9,0,1,22.8,72,31.4,14,13.2
2012-07-26,6324,4,0,0,5.5,1.6,0,0,14,0,1,24,70,32.3,15.5,14.9
2012-07-27,5692,5,0,0,7.5,1.3,16.8,6,10,0,3.3,24.2,76,33.3,15.8,15.3
2012-07-28,3752,6,1,0,16,3.5,15.5,6,4.3,0,6.7,21.1,84,25.3,17.8,17.3
2012-07-29,1989,7,1,0,12.2,3.6,0,0,8.3,0,5.9,18.3,75,22.3,11.6,11
2012-07-30,5618,1,0,0,9.8,2.8,0,6,5,0,6.7,17.1,74,22.2,11.4,10.4
2012-07-31,5980,2,0,0,7.6,2,0,6,7.2,0,7,18.8,76,24,14.4,13.4
2012-08-01,5642,3,0,0,11.4,2,0.7,6,13.4,0,2.1,22.9,69,32.3,13,12.1
2012-08-02,5902,4,0,0,9.5,3.3,0,0,8.2,0,6.9,22.2,71,26.9,17.8,17.2
2012-08-03,5660,5,0,0,6.7,2.2,0,0,9.7,0,5.6,20.9,71,26.3,14.6,13.9
2012-08-04,4527,6,1,0,7.2,1.3,1.2,6,9.9,0,5.5,20.1,70,27.2,12.2,11.8
2012-08-05,2117,7,1,0,15.7,2.4,5,6,9.1,0,6,21.3,79,26.5,16.8,16.7
2012-08-06,4379,1,0,0,12,3.9,1.2,6,1.8,0,6.5,18,84,20.8,16.4,15.9
2012-08-07,5499,2,0,0,10,3.7,0,6,4.7,0,5.3,18.2,72,22.8,11.3,10.5
2012-08-08,5646,3,0,0,6.2,1.5,0,0,13,0,4.7,17.8,70,24,10.7,9.8
2012-08-09,5769,4,0,0,5.4,1.4,0,0,6,0,4.7,19,71,26,11.2,11
2012-08-10,5490,5,0,0,7.7,2.5,0,0,10.8,0,3.5,18.9,67,24.8,13.1,12.2
2012-08-11,4037,6,1,0,8.9,3.6,0,0,13.5,0,0.7,18.8,58,25.3,11.9,10.3
2012-08-12,2077,7,1,0,8.4,3.3,0,0,13.2,0,3.8,19.2,58,26.7,11.6,11.1
2012-08-13,5311,1,0,0,5.2,1.4,0,0,10.6,0,5,19.4,68,27.7,9.4,8.8
2012-08-14,5347,2,0,0,5.4,1.4,0,6,8.7,0,6,21.9,71,29.9,13.8,13.2
2012-08-15,5339,3,0,1,12.1,1.9,9.6,6,6.3,0,6.6,24.7,61,33.6,18.1,18.1
2012-08-16,5326,4,0,0,10.7,2.7,0,0,7.2,0,6.5,19.6,79,25.3,13.7,12.8
2012-08-17,5315,5,0,0,5.6,1.6,0,0,12.9,0,3.8,20.5,71,28.6,11.8,11.3
2012-08-18,3761,6,1,0,5.4,1.5,0,0,13.3,0,0.4,24.2,65,34.5,13.4,12.8
2012-08-19,1884,7,1,0,5,1.4,0,0,12.9,0,1.5,25.1,71,34.8,14.9,14.1
2012-08-20,4490,1,0,0,10,2.6,0,6,9.4,0,4.5,25.8,69,35.2,18,17.3
2012-08-21,5109,2,0,0,5.4,1.6,1.3,6,8.3,0,6.1,24.8,75,32.4,16.9,16.6
2012-08-22,5374,3,0,0,13.7,3.4,0,0,6.5,0,5.8,22.1,71,27.4,13.1,12.3
2012-08-23,5429,4,0,0,7.2,1.6,0.2,6,10.7,0,3.3,20,66,27.7,10.5,9.9
2012-08-24,4116,5,0,0,10.7,3.3,4.7,6,1.2,0,7.4,20.6,83,27.1,17.6,16.9
2012-08-25,3700,6,1,0,12.6,4.5,0,6,3.9,0,7.3,20.5,72,26.7,16.5,15.8
2012-08-26,1358,7,1,0,15.2,5.1,6.5,6,2.8,0,6,17.2,76,21,13.7,12.7
2012-08-27,5086,1,0,0,6.6,1.8,0,0,12.3,0,2.9,17.7,68,25.6,9.2,8.2
2012-08-28,4995,2,0,0,9.1,2,0,0,4.4,0,6.2,17.7,76,26.8,10.1,9.4
2012-08-29,5294,3,0,0,12.5,1.5,1.4,6,8,0,6.8,20.5,76,28.8,12.3,11.7
2012-08-30,4703,4,0,0,6.5,2.7,0.2,6,0,0,7.8,17.9,87,20.3,14.8,14
2012-08-31,4451,5,0,0,10.5,3.8,1,6,0.7,0,7.2,15.2,80,18.3,13.1,12.3
2012-09-01,2939,6,1,0,9.3,3.8,0.5,6,0.1,0,7.7,15.4,78,19.4,12.2,11.8
2012-09-02,1724,7,1,0,6.2,2.1,0,0,2.1,0,6.3,16.4,78,23,11,9.5
2012-09-03,5487,1,0,0,12.5,2.6,0,0,8.4,0,5,18.9,68,25.4,10.1,8.7
2012-09-04,5803,2,0,0,8.7,3.1,0,0,11.4,0,2.8,19.4,69,26.7,12.4,11
2012-09-05,5435,3,0,0,9.9,2.8,0,6,8.2,0,3.9,18.1,75,26.2,10.6,9.3
2012-09-06,5438,4,0,0,8.1,3.1,0,0,11,0,3.4,16.6,60,22.1,7.6,6.9
2012-09-07,5332,5,0,0,7.5,1.3,0,0,12.1,0,1.8,14.6,69,25.2,5.4,4.4
2012-09-08,4191,6,1,0,5,1.5,0,0,12.1,0,0.4,17,65,28.4,7,6.3
2012-09-09,2494,7,1,0,5,1.2,0,0,10.9,0,1.9,19,68,29.1,9.1,8.3
2012-09-10,5707,1,0,0,7.6,2.1,0,0,11.4,0,3,20.9,66,30.3,11.5,10
2012-09-11,4684,2,0,0,12.2,3.1,15.9,6,2.7,0,7.4,18.7,82,26.8,14.1,12.9
2012-09-12,4528,3,0,0,10.2,3.3,3.5,6,1,0,7.2,12.3,88,14.7,8.1,7.2
2012-09-13,5753,4,0,0,5.3,1.8,0,6,6.1,0,5,12.5,79,18.9,7.5,6.7
2012-09-14,5611,5,0,0,10.1,3.3,0.3,6,10.7,0,3,13.9,76,20.9,6,4.9
2012-09-15,4363,6,1,0,6.1,2,0,0,7.1,0,4.4,14.7,78,20.1,8.5,7.3
2012-09-16,2414,7,1,0,5.7,1.5,0,0,11.5,0,2.3,13.9,79,23.4,6,5.2
2012-09-17,5735,1,0,0,6.6,2.1,0,0,9.7,0,5.1,16.2,79,24.2,9.9,8.9
2012-09-18,5663,2,0,0,7.7,2.4,1.5,6,7.4,0,3.8,17.4,77,25.2,9.3,7.8
2012-09-19,5654,3,0,0,8.9,2.1,0,0,6.6,0,4.8,13.3,71,18.5,4.9,3
2012-09-20,6144,4,0,0,5.7,1.3,0,0,10.5,0,4,9.8,73,18.2,2.2,0.7
2012-09-21,6012,5,0,0,8,1.3,8.8,6,9.4,0,6.8,12.8,79,22.6,3.3,2
2012-09-22,3925,6,1,0,7.1,3.2,0,6,4.8,0,6.2,13.5,81,18.8,9.5,7.9
2012-09-23,1622,7,1,0,7.3,3.3,0,0,2.6,0,7,14.5,78,20.8,9.7,8.9
2012-09-24,4935,1,0,0,19.6,5.6,0,6,4.5,0,5.7,16.6,74,23.8,10.2,8.5
2012-09-25,4457,2,0,0,10,3.1,7.7,6,1.1,0,7.6,14.5,79,19.8,12,10.6
2012-09-26,4753,3,0,0,8.3,3.1,2.9,6,0.8,0,7.5,13.2,90,16.5,10.2,9
2012-09-27,4821,4,0,0,14,5.5,0.5,6,3.2,0,6.9,13.4,82,19.5,10,9.3
2012-09-28,5913,5,0,0,6.8,2.3,0,0,9.7,0,5.5,13.6,79,19.6,6.9,5.5
2012-09-29,4084,6,1,0,6.2,2.2,0,0,6,0,5.7,11.6,87,17.9,6,3.9
2012-09-30,1974,7,1,0,6.6,2,0,0,8,0,5.3,10.9,82,18.6,3.6,2
2012-10-01,5419,1,0,0,6.8,1.7,0,0,3.5,0,6.6,12.7,83,18.1,7.5,4.9
2012-10-02,6139,2,0,0,9.6,2.4,0,0,7.2,0,5.7,12.3,82,20,6.4,4.1
2012-10-03,2182,3,0,1,14,4.4,0,6,6.1,0,6.8,15.1,75,20.4,7.8,6
2012-10-04,4261,4,0,0,19,4.8,8.2,6,0.4,0,6.9,13.7,82,17.4,6.6,5
2012-10-05,5648,5,0,0,15,4.3,0,0,6.4,0,5.5,15.4,79,21.8,7.8,6.8
2012-10-06,4101,6,1,0,16.5,4.1,7.2,6,4.6,0,4.8,16.5,74,23.4,8.3,7
2012-10-07,1334,7,1,0,11.5,2.8,7.2,6,2.4,0,6.8,12.2,85,15.5,4.5,3.1
2012-10-08,5308,1,0,0,4.7,1.2,0.9,6,5.5,0,6.1,8.9,88,14.6,1.8,0.5
2012-10-09,4822,2,0,0,6.1,1.9,1.7,6,0,0,7.9,12.4,89,14.7,9.1,8.2
2012-10-10,5499,3,0,0,5.2,2.3,0,6,2.2,0,5.2,8.9,86,14.2,4.5,3.5
2012-10-11,5542,4,0,0,5.8,2.7,4.1,6,0.1,0,7,10.6,84,15.6,6.5,5.2
2012-10-12,3751,5,0,0,12.5,3.1,5.8,6,1,0,6,11.9,91,16.3,8,6.6
2012-10-13,3798,6,1,0,11.7,2.6,5,6,6.4,0,5.8,9.7,82,15.3,3.8,2.6
2012-10-14,1526,7,1,0,11.4,2.1,2.2,6,0.1,0,7.6,10,93,12.7,5.4,4.5
2012-10-15,4940,1,0,0,17.2,5.5,0,6,0.1,0,6.9,7.8,84,11.7,1.8,0.6
2012-10-16,5521,2,0,0,8.4,2,0,6,5.1,0,4.4,6.2,85,13.5,-0.6,-2
2012-10-17,5707,3,0,0,4,1.3,0,0,4.4,0,6.3,10.8,88,18.4,5.2,4.4
2012-10-18,6121,4,0,0,3.5,0.9,0,6,5.8,0,6.5,11.3,89,19.9,5.4,3.9
2012-10-19,6010,5,0,0,7,1.4,0,0,9.3,0,3.4,13.4,87,21.2,7.2,6
2012-10-20,4441,6,1,0,4.7,1.5,0,0,8.5,0,4.8,13.8,87,22,6.2,5.2
2012-10-21,1980,7,1,0,6.5,2.5,0,0,4.5,0,4,13,89,18.5,8.1,6.6
2012-10-22,5770,1,0,0,7.9,3.7,0,0,7,0,5.7,11.4,86,16.8,8.5,7.6
2012-10-23,5659,2,0,0,9.7,4.7,0,0,1.5,0,7.7,10.1,80,12.3,7.8,6.4
2012-10-24,5776,3,0,0,6.6,3.4,0,0,7.7,0,4.3,10.3,81,14.5,6.8,5.6
2012-10-25,5515,4,0,0,5.7,2,0,0,0,0,8,7.7,97,8.8,6.8,5.7
2012-10-26,5129,5,0,0,11.2,4.7,14.1,8,0,0,8,8.5,86,9.8,5.5,5.4
2012-10-27,1475,6,1,0,12.4,5.4,10,8,0,0,7.8,2.5,90,5.5,0.9,0.5
2012-10-28,1266,7,1,0,9.1,3.1,0,0,4.9,0,4.8,2,82,6.5,-2.5,-4.2
2012-10-29,4541,1,0,0,6.3,2,0.1,6,1,0,6.1,0.5,92,4.6,-4.1,-5.9
2012-10-30,4960,2,0,0,12.7,5.4,0,6,2.3,0,7.4,6.7,70,10.4,4,1.9
2012-10-31,5520,3,0,1,4.7,1.3,0,6,7.5,0,4.7,4.5,83,12.3,-2,-3.5
2012-11-01,1650,4,0,1,14,3.8,4,6,3.5,0,7.4,8.4,82,15,3.6,3.3
2012-11-02,3895,5,0,0,16.9,6.1,14.3,6,4.4,0,6.3,9.2,80,11.8,5.2,3.2
2012-11-03,2167,6,1,0,17.5,3.9,21.9,6,2.4,0,7.3,10.2,88,18.7,7.1,6.9
2012-11-04,960,7,1,0,10.3,3.3,3.9,6,0.2,0,7.8,9.5,92,11.3,7.8,7.5
2012-11-05,3894,1,0,0,11.7,5.2,15.2,6,0.8,0,7.2,8.2,88,10.6,6.2,5.4
2012-11-06,5160,2,0,0,11.1,3.7,1.4,6,4.1,0,5,6.7,87,10.1,4.4,3
2012-11-07,4157,3,0,0,13.9,6.5,0.7,6,0,0,8,7.4,86,9,5.1,4.6
2012-11-08,5141,4,0,0,8,3,0,0,1.7,0,7.2,7.6,88,10.5,4,2
2012-11-09,5355,5,0,0,3.8,1.4,0,6,4.9,0,5.9,5.9,90,12.2,0.1,-0.9
2012-11-10,1952,6,1,0,7,1.3,8.5,6,0,0,7.9,8.4,97,12.9,4.8,3.7
2012-11-11,1063,7,1,0,6.3,2,5.4,6,0,0,7.5,9.9,92,12.6,5.3,3.1
2012-11-12,4880,1,0,0,3.4,1.2,0,0,0.8,0,6.4,6.6,88,10,0.4,-0.7
2012-11-13,5354,2,0,0,7.2,1.9,0,0,7,0,2,3.4,91,9.6,-1.3,-2.9
2012-11-14,5047,3,0,0,7.4,3.7,0,0,0,0,4.9,4.8,91,7.9,0.5,-1.3
2012-11-15,5177,4,0,0,3.3,1.4,0,0,0,0,8,4.5,94,6.5,1.3,1.6
2012-11-16,4740,5,0,0,3.5,1.3,0,6,0,0,8,5.1,91,6,4.1,4.5
2012-11-17,3079,6,1,0,4.5,1.7,0,0,0.4,0,7.9,4.3,95,6.7,2.5,1.7
2012-11-18,1690,7,1,0,4.3,1.3,0,0,5.3,0,6.2,4.5,96,10.5,0.3,-0.8
2012-11-19,4662,1,0,0,4.9,1.9,0,6,0,0,6.3,3.9,99,5.7,0.8,-0.4
2012-11-20,4697,2,0,0,5,2.1,0,6,0,0,8,3.8,96,4.7,2.1,2.5
2012-11-21,4812,3,0,1,5.8,1.8,0,6,0,0,7.9,4,92,7,3,2.3
2012-11-22,5190,4,0,0,5.1,1.6,0,0,4.1,0,4.7,6.5,91,12.8,0.7,0.1
2012-11-23,4659,5,0,0,4.4,1.1,0,0,0,0,8,5.1,99,7.9,3.5,3.5
2012-11-24,3379,6,1,0,2.9,1.2,0,0,0.3,0,7.6,6.8,93,11.8,1.8,0.6
2012-11-25,1499,7,1,0,16.6,3.3,0.4,6,0.5,0,5.8,8.5,79,14.6,0.2,-1.1
2012-11-26,3302,1,0,0,8.6,2,7.4,6,0,0,8,6.9,96,10.1,0.6,0.2
2012-11-27,4029,2,0,0,7.3,2.2,1,6,0,0,8,7.3,93,8.7,5.9,5.4
2012-11-28,3132,3,0,0,11.5,4.1,18.5,6,0,0,7.9,6.6,96,7.3,5.9,5.3
2012-11-29,3807,4,0,0,14,4.2,1.2,6,0,0,7.8,4.4,83,6,2.3,1.9
2012-11-30,3953,5,0,0,4.3,1.5,0,8,4.1,0,6,2.4,83,5.5,-2.6,-4.2
2012-12-01,2494,6,1,0,8.4,1.4,0.8,7,4.5,0,4.6,-1.3,92,3.2,-5,-6.1
2012-12-02,937,7,1,0,11.9,6,0.1,8,0.2,1,7.8,0.9,92,2,-0.6,-0.6
2012-12-03,3514,1,0,0,13,6.2,4.1,8,0.9,0,7.1,2.3,86,5.7,0.2,-0.9
2012-12-04,2979,2,0,0,11.8,5.5,10.8,6,0.5,0,7.8,4.2,91,5.8,2.6,2.4
2012-12-05,3808,3,0,0,11.1,4.9,0.2,6,0.1,0,7.7,3.7,85,5,1.7,0.5
2012-12-06,3808,4,0,0,8.9,3.7,0,7,2.5,0,5.7,1,81,2.9,-2.6,-4.5
2012-12-07,2942,5,0,0,5.6,1.4,3,8,0,0,7.8,-1.8,94,-0.4,-4.1,-5.7
2012-12-08,1839,6,1,0,8.2,2.8,0,0,6.9,3,4.4,-3.5,87,-0.5,-8.3,-15.7
2012-12-09,583,7,1,0,16.8,7.9,3.9,8,0,2,7.7,-1.1,92,1.8,-5,-6.7
2012-12-10,2966,1,0,0,14.7,5.9,1.1,8,0.2,1,7.6,2.1,90,3.2,0.9,0.1
2012-12-11,3052,2,0,0,6.2,2.4,0.2,7,0.1,0,7.4,-0.3,86,1,-3.6,-5.8
2012-12-12,3244,3,0,0,6.1,1.2,0,0,2.8,0,3,-4.7,93,-1.2,-7.4,-8.4
2012-12-13,3090,4,0,0,2.8,0.9,1.6,8,2.4,0,6.8,-3.9,94,-0.1,-8.5,-8.6
2012-12-14,2679,5,0,0,3.2,1.1,11.8,6,0,0,7.5,1.6,99,4.2,-0.1,0
2012-12-15,2111,6,1,0,11.6,4.8,4.6,6,1.4,0,7.1,8,89,10.4,2.6,2
2012-12-16,785,7,1,0,13.4,5.8,11.9,6,0.7,0,7.3,8.1,86,10.2,6.3,5.8
2012-12-17,3412,1,0,0,11,5.4,3.5,6,1.6,0,7.1,7.3,90,9.9,5.6,4.2
2012-12-18,3955,2,0,0,7.9,3.3,0.1,6,0.1,0,7.5,5.7,91,7.2,4.3,3.4
2012-12-19,4108,3,0,0,5.3,1.9,0,0,1.9,0,5.5,4.2,93,8.1,-0.8,-2.7
2012-12-20,3566,4,0,0,8.7,2.5,7.3,8,0,0,7,1.5,92,3.3,0,-2.1
2012-12-21,2795,5,0,0,6.8,3.1,4.5,6,0,0,7.8,5.9,95,8.1,1.7,1.8
2012-12-22,2188,6,1,0,14.4,3.1,7.1,6,0,0,7.8,7,90,9.8,5.3,5
2012-12-23,728,7,1,0,15.2,8.8,0.4,6,0,0,8,12.6,81,14.5,9.8,9
2012-12-24,1732,1,0,0,7.9,2.8,0,0,4.6,0,6.6,9.6,77,14.2,3.1,1.8
2012-12-25,393,2,0,1,15.4,5.5,0.6,6,0,0,7.7,9.3,78,15.5,2.4,0.9
2012-12-26,356,3,0,1,17.7,8.1,3.7,6,0.2,0,7.6,8.9,75,9.8,7.9,6.6
2012-12-27,1385,4,0,0,20,9.2,12.5,6,0,0,7.7,8.7,83,10.2,7.4,6.4
2012-12-28,2494,5,0,0,11.1,4.4,0,6,0.2,0,7.7,7.6,81,9,6.3,5.7
2012-12-29,2434,6,1,0,8,1.7,0,0,4.5,0,6.8,6.4,86,11.7,2.7,1.2
2012-12-30,679,7,1,0,15.4,6.9,2.2,6,1.1,0,7.1,8.5,72,9.8,5.8,5.1
2012-12-31,1814,1,0,0,11.1,5,0,0,1,0,7.3,7.5,74,10,0.7,-0.9
