start,end,year,stateCode,name,slug
2023-11-22,2023-11-22,2023,BY,herbstferien bayern 2023 (beweglicher ferientag),herbstferien bayern 2023 (beweglicher ferientag)-2023-BY
2023-12-23,2024-01-05,2023,BY,weihnachtsferien bayern 2023,weihnachtsferien bayern 2023-2023-BY
2023-01-30,2023-02-04,2023,BE,winterferien berlin 2023,winterferien berlin 2023-2023-BE
2023-04-03,2023-04-14,2023,BE,osterferien berlin 2023,osterferien berlin 2023-2023-BE
2023-05-19,2023-05-19,2023,BE,pfingstferien berlin 2023 (beweglicher ferientag),pfingstferien berlin 2023 (beweglicher ferientag)-2023-BE
2023-07-13,2023-08-25,2023,BE,sommerferien berlin 2023,sommerferien berlin 2023-2023-BE
2023-10-02,2023-10-02,2023,BE,herbstferien berlin 2023 (beweglicher ferientag),herbstferien berlin 2023 (beweglicher ferientag)-2023-BE
2023-10-23,2023-11-04,2023,BE,herbstferien berlin 2023,herbstferien berlin 2023-2023-BE
2023-12-23,2024-01-05,2023,BE,weihnachtsferien berlin 2023,weihnachtsferien berlin 2023-2023-BE
2023-01-30,2023-02-03,2023,BB,winterferien brandenburg 2023,winterferien brandenburg 2023-2023-BB
2023-04-03,2023-04-14,2023,BB,osterferien brandenburg 2023,osterferien brandenburg 2023-2023-BB
2023-07-13,2023-08-26,2023,BB,sommerferien brandenburg 2023,sommerferien brandenburg 2023-2023-BB
2023-10-23,2023-11-04,2023,BB,herbstferien brandenburg 2023,herbstferien brandenburg 2023-2023-BB
2023-12-23,2024-01-05,2023,BB,weihnachtsferien brandenburg 2023,weihnachtsferien brandenburg 2023-2023-BB
2023-01-30,2023-01-31,2023,HB,winterferien bremen 2023,winterferien bremen 2023-2023-HB
2023-03-27,2023-04-11,2023,HB,osterferien bremen 2023,osterferien bremen 2023-2023-HB
2023-05-19,2023-05-19,2023,HB,pfingstferien bremen 2023 (beweglicher ferientag),pfingstferien bremen 2023 (beweglicher ferientag)-2023-HB
2023-07-06,2023-08-16,2023,HB,sommerferien bremen 2023,sommerferien bremen 2023-2023-HB
2023-10-02,2023-10-02,2023,HB,herbstferien bremen 2023 (beweglicher ferientag),herbstferien bremen 2023 (beweglicher ferientag)-2023-HB
2023-10-16,2023-10-30,2023,HB,herbstferien bremen 2023,herbstferien bremen 2023-2023-HB
2023-12-23,2024-01-05,2023,HB,weihnachtsferien bremen 2023,weihnachtsferien bremen 2023-2023-HB
2023-01-27,2023-01-27,2023,HH,winterferien hamburg 2023 (beweglicher ferientag),winterferien hamburg 2023 (beweglicher ferientag)-2023-HH
2023-03-06,2023-03-17,2023,HH,osterferien hamburg 2023,osterferien hamburg 2023-2023-HH
2023-05-15,2023-05-19,2023,HH,pfingstferien hamburg 2023,pfingstferien hamburg 2023-2023-HH
2023-07-13,2023-08-23,2023,HH,sommerferien hamburg 2023,sommerferien hamburg 2023-2023-HH
2023-10-02,2023-10-02,2023,HH,herbstferien hamburg 2023 (beweglicher ferientag),herbstferien hamburg 2023 (beweglicher ferientag)-2023-HH
2023-10-16,2023-10-27,2023,HH,herbstferien hamburg 2023,herbstferien hamburg 2023-2023-HH
2023-12-22,2024-01-05,2023,HH,weihnachtsferien hamburg 2023,weihnachtsferien hamburg 2023-2023-HH
2023-04-03,2023-04-22,2023,HE,osterferien hessen 2023,osterferien hessen 2023-2023-HE
2023-07-24,2023-09-01,2023,HE,sommerferien hessen 2023,sommerferien hessen 2023-2023-HE
2023-10-23,2023-10-28,2023,HE,herbstferien hessen 2023,herbstferien hessen 2023-2023-HE
2023-12-27,2024-01-13,2023,HE,weihnachtsferien hessen 2023,weihnachtsferien hessen 2023-2023-HE
2023-02-06,2023-02-18,2023,MV,winterferien mecklenburg-vorpommern 2023,winterferien mecklenburg-vorpommern 2023-2023-MV
2023-04-03,2023-04-12,2023,MV,osterferien mecklenburg-vorpommern 2023,osterferien mecklenburg-vorpommern 2023-2023-MV
2023-05-19,2023-05-19,2023,MV,pfingstferien mecklenburg-vorpommern 2023 (beweglicher ferientag),pfingstferien mecklenburg-vorpommern 2023 (beweglicher ferientag)-2023-MV
2023-05-26,2023-05-30,2023,MV,pfingstferien mecklenburg-vorpommern 2023,pfingstferien mecklenburg-vorpommern 2023-2023-MV
2023-07-17,2023-08-26,2023,MV,sommerferien mecklenburg-vorpommern 2023,sommerferien mecklenburg-vorpommern 2023-2023-MV
2023-10-09,2023-10-14,2023,MV,herbstferien mecklenburg-vorpommern 2023,herbstferien mecklenburg-vorpommern 2023-2023-MV
2023-10-30,2023-10-30,2023,MV,herbstferien mecklenburg-vorpommern 2023 (beweglicher ferientag),herbstferien mecklenburg-vorpommern 2023 (beweglicher ferientag)-2023-MV
2023-12-21,2024-01-03,2023,MV,weihnachtsferien mecklenburg-vorpommern 2023,weihnachtsferien mecklenburg-vorpommern 2023-2023-MV
2023-01-30,2023-01-31,2023,NI,winterferien niedersachsen 2023,winterferien niedersachsen 2023-2023-NI
2023-03-27,2023-04-11,2023,NI,osterferien niedersachsen 2023,osterferien niedersachsen 2023-2023-NI
2023-05-19,2023-05-19,2023,NI,pfingstferien niedersachsen 2023 (beweglicher ferientag),pfingstferien niedersachsen 2023 (beweglicher ferientag)-2023-NI
2023-07-06,2023-08-16,2023,NI,sommerferien niedersachsen 2023,sommerferien niedersachsen 2023-2023-NI
2023-10-02,2023-10-02,2023,NI,herbstferien niedersachsen 2023 (beweglicher ferientag),herbstferien niedersachsen 2023 (beweglicher ferientag)-2023-NI
2023-10-16,2023-10-30,2023,NI,herbstferien niedersachsen 2023,herbstferien niedersachsen 2023-2023-NI
2023-12-27,2024-01-05,2023,NI,weihnachtsferien niedersachsen 2023,weihnachtsferien niedersachsen 2023-2023-NI
2023-04-03,2023-04-15,2023,NW,osterferien nordrhein-westfalen 2023,osterferien nordrhein-westfalen 2023-2023-NW
2023-05-30,2023-05-30,2023,NW,pfingstferien nordrhein-westfalen 2023 (beweglicher ferientag),pfingstferien nordrhein-westfalen 2023 (beweglicher ferientag)-2023-NW
2023-06-22,2023-08-04,2023,NW,sommerferien nordrhein-westfalen 2023,sommerferien nordrhein-westfalen 2023-2023-NW
2023-10-02,2023-10-14,2023,NW,herbstferien nordrhein-westfalen 2023,herbstferien nordrhein-westfalen 2023-2023-NW
2023-12-21,2024-01-05,2023,NW,weihnachtsferien nordrhein-westfalen 2023,weihnachtsferien nordrhein-westfalen 2023-2023-NW
2023-04-03,2023-04-06,2023,RP,osterferien rheinland-pfalz 2023,osterferien rheinland-pfalz 2023-2023-RP
2023-05-30,2023-06-07,2023,RP,pfingstferien rheinland-pfalz 2023,pfingstferien rheinland-pfalz 2023-2023-RP
2023-07-24,2023-09-01,2023,RP,sommerferien rheinland-pfalz 2023,sommerferien rheinland-pfalz 2023-2023-RP
2023-10-16,2023-10-27,2023,RP,herbstferien rheinland-pfalz 2023,herbstferien rheinland-pfalz 2023-2023-RP
2023-12-27,2024-01-05,2023,RP,weihnachtsferien rheinland-pfalz 2023,weihnachtsferien rheinland-pfalz 2023-2023-RP
2023-02-20,2023-02-24,2023,SL,winterferien saarland 2023,winterferien saarland 2023-2023-SL
2023-04-03,2023-04-12,2023,SL,osterferien saarland 2023,osterferien saarland 2023-2023-SL
2023-05-30,2023-06-02,2023,SL,pfingstferien saarland 2023,pfingstferien saarland 2023-2023-SL
2023-07-24,2023-09-01,2023,SL,sommerferien saarland 2023,sommerferien saarland 2023-2023-SL
2023-10-23,2023-11-03,2023,SL,herbstferien saarland 2023,herbstferien saarland 2023-2023-SL
2023-12-21,2024-01-02,2023,SL,weihnachtsferien saarland 2023,weihnachtsferien saarland 2023-2023-SL
2023-02-13,2023-02-24,2023,SN,winterferien sachsen 2023,winterferien sachsen 2023-2023-SN
2023-04-07,2023-04-15,2023,SN,osterferien sachsen 2023,osterferien sachsen 2023-2023-SN
2023-05-19,2023-05-19,2023,SN,pfingstferien sachsen 2023 (beweglicher ferientag),pfingstferien sachsen 2023 (beweglicher ferientag)-2023-SN
2023-07-10,2023-08-18,2023,SN,sommerferien sachsen 2023,sommerferien sachsen 2023-2023-SN
2023-10-02,2023-10-14,2023,SN,herbstferien sachsen 2023,herbstferien sachsen 2023-2023-SN
2023-10-30,2023-10-30,2023,SN,herbstferien sachsen 2023 (beweglicher ferientag),herbstferien sachsen 2023 (beweglicher ferientag)-2023-SN
2023-12-23,2024-01-02,2023,SN,weihnachtsferien sachsen 2023,weihnachtsferien sachsen 2023-2023-SN
2023-02-06,2023-02-11,2023,ST,winterferien sachsen-anhalt 2023,winterferien sachsen-anhalt 2023-2023-ST
2023-04-03,2023-04-08,2023,ST,osterferien sachsen-anhalt 2023,osterferien sachsen-anhalt 2023-2023-ST
2023-05-15,2023-05-19,2023,ST,pfingstferien sachsen-anhalt 2023,pfingstferien sachsen-anhalt 2023-2023-ST
2023-07-06,2023-08-16,2023,ST,sommerferien sachsen-anhalt 2023,sommerferien sachsen-anhalt 2023-2023-ST
2023-10-02,2023-10-02,2023,ST,herbstferien sachsen-anhalt 2023 (beweglicher ferientag),herbstferien sachsen-anhalt 2023 (beweglicher ferientag)-2023-ST
2023-10-16,2023-10-30,2023,ST,herbstferien sachsen-anhalt 2023,herbstferien sachsen-anhalt 2023-2023-ST
2023-12-21,2024-01-03,2023,ST,weihnachtsferien sachsen-anhalt 2023,weihnachtsferien sachsen-anhalt 2023-2023-ST
2023-04-06,2023-04-22,2023,SH,osterferien schleswig-holstein 2023,osterferien schleswig-holstein 2023-2023-SH
2023-05-19,2023-05-20,2023,SH,pfingstferien schleswig-holstein 2023,pfingstferien schleswig-holstein 2023-2023-SH
2023-07-17,2023-08-26,2023,SH,sommerferien schleswig-holstein 2023,sommerferien schleswig-holstein 2023-2023-SH
2023-10-16,2023-10-27,2023,SH,herbstferien schleswig-holstein 2023,herbstferien schleswig-holstein 2023-2023-SH
2023-12-27,2024-01-06,2023,SH,weihnachtsferien schleswig-holstein 2023,weihnachtsferien schleswig-holstein 2023-2023-SH
2023-02-13,2023-02-17,2023,TH,winterferien thüringen 2023,winterferien thüringen 2023-2023-TH
2023-04-03,2023-04-15,2023,TH,osterferien thüringen 2023,osterferien thüringen 2023-2023-TH
2023-05-19,2023-05-19,2023,TH,pfingstferien thüringen 2023 (beweglicher ferientag),pfingstferien thüringen 2023 (beweglicher ferientag)-2023-TH
2023-07-10,2023-08-19,2023,TH,sommerferien thüringen 2023,sommerferien thüringen 2023-2023-TH
2023-10-02,2023-10-14,2023,TH,herbstferien thüringen 2023,herbstferien thüringen 2023-2023-TH
2023-12-22,2024-01-05,2023,TH,weihnachtsferien thüringen 2023,weihnachtsferien thüringen 2023-2023-TH
