"date","bike_count","weekday","is_weekend","temperature","humidity","windspeed","winddirection","visibility","precipitation","sun","windspeed_max","precip_indic","precip_type"
2012-04-25,4593,3,0,12.0388888888889,65.6111111111111,3.03333333333333,183.333333333333,53611.1111111111,0,294,12,0,0
2012-04-26,5849,4,0,14.1944444444444,66.1111111111111,2.84444444444444,249.444444444444,52555.5555555556,0,176,10,0,0
2012-04-27,5846,5,0,15.2333333333333,68.6666666666667,1.50555555555556,235,45055.5555555556,0.1,373,5,0,0
2012-04-28,4261,6,1,22.2,53.4444444444444,2.7,153.888888888889,41500,0,678,8,0,0
2012-04-29,1901,7,1,17.9944444444444,62.2222222222222,3.95,214.444444444444,52777.7777777778,3.7,319,16,0,0
2012-04-30,5732,1,0,19.6888888888889,60.8333333333333,3.98333333333333,78.8888888888889,48222.2222222222,0,322,12,0,0
2012-05-01,2558,2,0,16.9888888888889,61.5,3.01111111111111,247.222222222222,63055.5555555556,0,618,9,0,0
2012-05-02,5856,3,0,16.4444444444444,69.6111111111111,5.45555555555556,214.444444444444,46777.7777777778,0.8,489,14,0,0
2012-05-03,6738,4,0,15.1222222222222,61.3333333333333,2.88888888888889,236.111111111111,67500,0,780,9,0,0
2012-05-04,6309,5,0,17.4222222222222,54.1111111111111,2.15555555555556,219.444444444444,61166.6666666667,0,737,10,0,0
2012-05-05,2602,6,1,13.3277777777778,89.0555555555556,3.48888888888889,227.777777777778,31277.7777777778,6.7,8,10,1,6
2012-05-06,1368,7,1,12.6944444444444,84.3888888888889,3.1,233.333333333333,48233.3333333333,14.5,176,10,1,6
2012-05-07,4611,1,0,12.4444444444444,81.5,1.47222222222222,200.555555555556,28111.1111111111,1.2,194,6,0.5,6
2012-05-08,6037,2,0,15.8,67.6111111111111,2.79444444444444,222.222222222222,44111.1111111111,0.2,503,15,0,0
2012-05-09,5929,3,0,18.4,75.3888888888889,5.12777777777778,225.555555555556,45555.5555555556,0.2,264,13,0,6
2012-05-10,6776,4,0,21.6444444444444,66.2222222222222,2.36111111111111,201.666666666667,64555.5555555556,0,764,9,0,0
2012-05-11,5987,5,0,24.4555555555556,59.6666666666667,3.55,234.444444444444,50555.5555555556,0.7,642,12,0,0
2012-05-12,3799,6,1,13.3888888888889,58.6111111111111,4.07222222222222,206.111111111111,42222.2222222222,0.1,311,10,0,0
2012-05-13,2267,7,1,11.55,53.2777777777778,3.81111111111111,58.8888888888889,52777.7777777778,0,641,9,0,0
2012-05-14,6176,1,0,12.9611111111111,49.2222222222222,1.75555555555556,107.222222222222,52222.2222222222,0,758,7,0,0
2012-05-15,5209,2,0,10.3777777777778,68.8888888888889,5.46666666666667,233.888888888889,31555.5555555556,0.8,297,16,0.5,0
2012-05-16,4452,3,0,9.48333333333333,69.4444444444444,3.97222222222222,278.888888888889,37388.8888888889,3.1,273,10,1,6
2012-05-17,2128,4,0,11.7444444444444,57.8888888888889,3.33888888888889,71.6666666666667,50055.5555555556,0,802,11,0,0
2012-05-18,5332,5,0,16.4833333333333,58.2777777777778,2.60555555555556,185.555555555556,51111.1111111111,0.1,368,7,1,6
2012-05-19,3468,6,1,18.1722222222222,72.8888888888889,2.47222222222222,89.4444444444444,31238.8888888889,6.3,513,12,0,0
2012-05-20,2103,7,1,20.3888888888889,68.1111111111111,2.76666666666667,56.6666666666667,36238.8888888889,0,663,8,0,0
2012-05-21,6353,1,0,18.9555555555556,74.0555555555556,3.88333333333333,238.333333333333,24055.5555555556,1.9,317,14,0,0
2012-05-22,6363,2,0,19.5833333333333,72.1666666666667,2.33333333333333,275.555555555556,29055.5555555556,0,379,6,0,0
2012-05-23,6339,3,0,18.7111111111111,86.3888888888889,4.58333333333333,223.888888888889,4711.11111111111,0.5,247,8,0,0
2012-05-24,6977,4,0,22.95,62.6111111111111,3.11666666666667,111.111111111111,19233.3333333333,0,638,10,0,0
2012-05-25,6781,5,0,21.2777777777778,39.3888888888889,5.98333333333333,52.2222222222222,53055.5555555556,0,864,13,0,0
2012-05-26,4208,6,1,20.4444444444444,40.1666666666667,4.91666666666667,68.8888888888889,55277.7777777778,0,863,11,0,0
2012-05-27,1728,7,1,17.9333333333333,55.5,2.77222222222222,62.2222222222222,47777.7777777778,0,263,7,0,0
2012-05-28,1893,1,0,19.5166666666667,56.7777777777778,2.43888888888889,212.222222222222,37883.3333333333,0.1,686,8,0,0
2012-05-29,5859,2,0,20.4444444444444,61.8333333333333,2.22222222222222,243.333333333333,31555.5555555556,0.8,573,10,0,0
2012-05-30,5140,3,0,19.8555555555556,71.2777777777778,2.43333333333333,187.222222222222,20833.3333333333,0.7,604,10,0,0
2012-05-31,5425,4,0,20.1,66.7777777777778,4.01111111111111,237.777777777778,23166.6666666667,0,320,11,0,0
2012-06-01,5046,5,0,18.6444444444444,59,3.99444444444444,267.777777777778,42722.2222222222,0,116,10,0,0
2012-06-02,4443,6,1,18.5944444444444,68.6666666666667,2.43888888888889,181.111111111111,19333.3333333333,0,496,8,0,0
2012-06-03,1132,7,1,17.3777777777778,86.6111111111111,4.92777777777778,213.888888888889,24966.6666666667,14.5,71,15,1,6
2012-06-04,4561,1,0,15.7555555555556,81.2222222222222,4.54444444444444,229.444444444444,33055.5555555556,6.6,134,16,0.5,3
2012-06-05,5616,2,0,13.2111111111111,58.8888888888889,2.1,169.444444444444,49333.3333333333,0,497,6,0,0
2012-06-06,5098,3,0,15.1666666666667,86.5555555555556,3.05555555555556,216.666666666667,29055.5555555556,2.6,141,11,1,6
2012-06-07,2050,4,0,19.35,78.5,1.42777777777778,137.777777777778,40611.1111111111,9.1,134,10,0,0
2012-06-08,5064,5,0,18.8944444444444,69.9444444444444,5.63333333333333,231.666666666667,50777.7777777778,0.2,364,12,0,3
2012-06-09,4122,6,1,17.5055555555556,55.3888888888889,4.63333333333333,257.777777777778,53666.6666666667,0,544,11,0,0
2012-06-10,2159,7,1,16.9166666666667,57.1111111111111,2.17222222222222,182.777777777778,54611.1111111111,0,575,6,0,0
2012-06-11,4079,1,0,15.6444444444444,83.3888888888889,2.96111111111111,209.444444444444,30166.6666666667,9,211,11,1,6
2012-06-12,5258,2,0,14.7944444444444,84.7777777777778,3.65555555555556,223.888888888889,33777.7777777778,0.5,13,9,0,6
2012-06-13,4710,3,0,14.9055555555556,85.2777777777778,4.36111111111111,225.555555555556,26833.3333333333,5.3,90,16,1,6
2012-06-14,6322,4,0,17.2333333333333,64.8333333333333,1.88888888888889,241.666666666667,42611.1111111111,0,785,7,0,0
2012-06-15,6015,5,0,19.0222222222222,71.4444444444444,1.73333333333333,223.888888888889,49666.6666666667,0,396,7,0,0
2012-06-16,4443,6,1,20.75,65.6111111111111,2.69444444444444,285.555555555556,48833.3333333333,0,474,12,0,0
2012-06-17,2611,7,1,18.0888888888889,75.1111111111111,2.34444444444444,190,40111.1111111111,0.5,455,6,0,3
2012-06-18,6092,1,0,22.3333333333333,67.8333333333333,3.6,251.111111111111,46722.2222222222,0,577,11,0,0
2012-06-19,6121,2,0,20.8666666666667,72.5555555555556,3.02777777777778,98.8888888888889,29722.2222222222,2.9,230,8,0,0
2012-06-20,5561,3,0,21.0666666666667,82.1666666666667,3.53333333333333,199.444444444444,24994.4444444444,1.4,137,11,0.5,0
2012-06-21,6223,4,0,21.6944444444444,74.5555555555556,1.53888888888889,241.111111111111,26166.6666666667,6.1,274,21,0,0
2012-06-22,6532,5,0,18.9777777777778,57.0555555555556,5.06666666666667,257.777777777778,47500,0,772,12,0,0
2012-06-23,4777,6,1,19.1055555555556,59.2777777777778,2.59444444444444,248.888888888889,48111.1111111111,0,780,8,0,0
2012-06-24,1986,7,1,18.3333333333333,67.2222222222222,4.26666666666667,231.111111111111,46000,0.6,303,15,0,0
2012-06-25,6018,1,0,16.9388888888889,67.0555555555556,4.49444444444444,247.777777777778,42500,0.1,423,12,0,0
2012-06-26,6631,2,0,18.6666666666667,63.7222222222222,2.48333333333333,246.666666666667,45222.2222222222,0,536,8,0,0
2012-06-27,6632,3,0,21.9333333333333,67.8333333333333,3.23888888888889,241.111111111111,40666.6666666667,0,427,9,0,0
2012-06-28,6962,4,0,24.9,64.7222222222222,1.99444444444444,166.666666666667,48111.1111111111,0,456,8,0,0
2012-06-29,6083,5,0,25.7555555555556,64.6666666666667,2.44444444444444,240.555555555556,41611.1111111111,0.9,668,7,0,0
2012-06-30,4563,6,1,25.9,59.2777777777778,2.11666666666667,170.555555555556,29388.8888888889,0,718,9,0,0
2012-07-01,1436,7,1,18.3,87.8888888888889,3.57222222222222,223.888888888889,34444.4444444444,2.1,17,8,1,6
2012-07-02,4825,1,0,18.1111111111111,85.8333333333333,2.57777777777778,135,23000,1.5,30,9,0.5,6
2012-07-03,5781,2,0,19.4055555555556,82.3888888888889,1.31666666666667,175,17600,1,24,4,0,6
2012-07-04,6789,3,0,22.8333333333333,68.7777777777778,1.22777777777778,178.888888888889,26777.7777777778,0,540,5,0,0
2012-07-05,6504,4,0,23.6944444444444,71.1111111111111,1.65555555555556,200.555555555556,29444.4444444444,0,537,6,0,0
2012-07-06,5488,5,0,19.6222222222222,80.2222222222222,2.18888888888889,186.666666666667,41944.4444444444,1.3,222,8,1,6
2012-07-07,5122,6,1,21.9388888888889,65.6666666666667,2.50555555555556,230,50111.1111111111,0,738,12,0,0
2012-07-08,2072,7,1,20.7444444444444,69.6111111111111,4.51111111111111,231.666666666667,46777.7777777778,18.8,378,16,0,0
2012-07-09,6535,1,0,20.4777777777778,62.5555555555556,3.47777777777778,250,58611.1111111111,0,569,10,0,0
2012-07-10,6468,2,0,20.3833333333333,69.4444444444444,2.66111111111111,223.333333333333,52000,0.6,622,8,0,0
2012-07-11,6325,3,0,18.3333333333333,65,4.27777777777778,246.111111111111,54055.5555555556,0.2,320,12,0,0
2012-07-12,5920,4,0,16.75,71.3333333333333,4.24444444444444,235,48666.6666666667,1.3,148,13,0,0
2012-07-13,5068,5,0,17.2444444444444,79.6111111111111,4.32777777777778,220,22666.6666666667,3.9,139,12,1,6
2012-07-14,3959,6,1,18.6888888888889,65.6111111111111,7.21666666666667,245,48222.2222222222,2.4,548,18,0,0
2012-07-15,1396,7,1,15.2333333333333,85.8333333333333,4.43888888888889,231.111111111111,28944.4444444444,23.4,157,11,1,6
2012-07-16,5888,1,0,16.8888888888889,66.1111111111111,4.23888888888889,242.222222222222,41833.3333333333,0,433,10,0,0
2012-07-17,5786,2,0,18.7888888888889,63.3888888888889,5.33888888888889,251.111111111111,37944.4444444444,0,28,13,0,0
2012-07-18,6651,3,0,22.5555555555556,60.8888888888889,4.32222222222222,240,48666.6666666667,0,388,11,0,0
2012-07-19,6459,4,0,19.3333333333333,65,5.05,253.888888888889,50000,0,237,14,0,0
2012-07-20,5402,5,0,16.2388888888889,82.0555555555556,3.03888888888889,223.333333333333,30055.5555555556,1.1,0,8,1,6
2012-07-21,3747,6,1,16.1388888888889,79.6111111111111,2.21666666666667,235,24666.6666666667,5.3,236,13,1,0
2012-07-22,2569,7,1,16.3888888888889,62.4444444444444,2.6,51.6666666666667,49722.2222222222,0,734,8,0,0
2012-07-23,6424,1,0,19.6666666666667,52.3888888888889,4.41666666666667,65,57944.4444444444,0,865,11,0,0
2012-07-24,6387,2,0,22.4666666666667,57.9444444444444,2.41111111111111,89.4444444444444,44277.7777777778,0,852,7,0,0
2012-07-25,6325,3,0,24.6333333333333,64.8333333333333,2.01111111111111,236.666666666667,22594.4444444444,0,831,5,0,0
2012-07-26,6324,4,0,25.7944444444444,62,1.81666666666667,227.222222222222,32333.3333333333,0,839,6,0,0
2012-07-27,5692,5,0,25.8222222222222,69.7777777777778,1.36666666666667,198.333333333333,21722.2222222222,0.3,602,6,0,0
2012-07-28,3752,6,1,21.55,82.3333333333333,3.80555555555556,228.888888888889,34166.6666666667,17.4,259,16,0,0
2012-07-29,1989,7,1,19.3666666666667,68,4.3,246.666666666667,35166.6666666667,5.2,497,12,0,0
2012-07-30,5618,1,0,18.1888888888889,68.1666666666667,3.28333333333333,241.666666666667,46944.4444444444,0,301,10,0,0
2012-07-31,5980,2,0,19.7444444444444,71.2777777777778,2.23888888888889,237.222222222222,53611.1111111111,0,434,8,0,0
2012-08-01,5642,3,0,24.5666666666667,61.9444444444444,2.21666666666667,120.555555555556,49888.8888888889,0,802,7,0,0
2012-08-02,5902,4,0,22.8722222222222,68.5,3.48888888888889,252.777777777778,45277.7777777778,0,490,9,0,0
